start_time,end_time,duration,average_B,MFR_axis_x,MFR_axis_y,MFR_axis_z,altitude,azimuth,beta,diameter,speed,density
2021-04-11/14:59:00,2021-04-11/16:10:00,71,3.94,0.466166288,-0.638513327,0.612364113,52.24,-53.87,0.956367493,659087.505,336.915,6.771
2021-04-11/19:38:00,2021-04-11/20:11:00,33,5.735,-0.212431982,-0.778335512,-0.590818524,126.22,-105.27,0.385021806,412174.4708,341.864,6.72
2021-04-11/20:12:00,2021-04-11/21:30:00,78,6.488,0.553608119,-0.768566847,0.320660412,71.3,-54.23,0.289453238,799879.1271,342.958,6.709
2021-04-11/23:45:00,2021-04-12/02:22:00,157,5.171,0.588015437,-0.184373528,0.787555873,38.04,-17.41,0.860422075,1452969.231,349.376,7.862
2021-04-12/04:38:00,2021-04-12/06:12:00,94,5.385,0.370743603,-0.923565149,0.097860307,84.38,-68.13,0.85833019,940012.5497,344.177,7.935
2021-04-12/21:18:00,2021-04-12/23:55:00,157,3.862,0.897337198,-0.286254466,0.335923374,70.37,-17.69,0.779381514,474923.8625,366.576,7.301
2021-04-13/01:24:00,2021-04-13/02:15:00,51,3.751,0.901529133,0.059856262,0.428558588,64.62,3.8,0.994143784,179080.9255,368.782,8.01
2021-04-13/06:08:00,2021-04-13/07:10:00,62,3.618,0.190463826,-0.869739115,-0.455277383,117.08,-77.65,0.901217699,820775.7571,345.914,7.396
2021-04-14/18:16:00,2021-04-14/20:09:00,113,3.868,0.494300544,0.869013906,-0.021949437,91.26,60.37,0.528526783,1531560.607,416.505,5.215
2021-04-15/03:57:00,2021-04-15/04:53:00,56,5.615,0.948907256,-0.125653341,0.289458871,73.17,-7.54,0.333401889,226839.555,389.976,6.554
2021-04-15/10:30:00,2021-04-15/11:12:00,42,9.974,0.727223754,-0.044335671,0.68496722,46.77,-3.49,0.016127618,437483.3309,371.728,7.018
2021-04-15/12:47:00,2021-04-15/13:58:00,71,10.341,0.418650627,-0.032413442,0.907568812,24.83,-4.43,0.021860756,697572.6258,359.71,8.02
2021-04-16/02:01:00,2021-04-16/06:23:00,262,6.184,0.97343874,-0.227152675,0.028614156,88.36,-13.13,0.488454849,711221.2096,404.862,6.714
2021-04-16/06:49:00,2021-04-16/10:26:00,217,6.261,0.920269608,-0.383391201,0.078198977,85.51,-22.62,0.328382999,916768.4899,428.723,6.499
2021-04-16/15:30:00,2021-04-16/17:47:00,137,10.653,0.633471727,-0.7716254,0.057514489,86.7,-50.62,0.452363759,1125258.352,424.451,9.205
2021-11-29/00:39:00,2021-11-29/01:38:00,59,7.919,0.618594944,-0.554365158,-0.556794047,123.83,-41.87,0.090893678,435705.7346,375.427,6.062
2021-11-29/06:52:00,2021-11-29/07:29:00,37,4.431,-0.510716498,-0.47459957,0.716884911,44.2,-137.1,0.947081327,389859.5553,375.427,6.062
2021-11-30/02:50:00,2021-11-30/05:13:00,143,2.836,0.621208072,-0.720898271,-0.307256132,107.89,-49.25,0.563585699,1219521.068,337.84,7.974
2021-12-02/13:51:00,2021-12-02/15:13:00,82,4.978,0.173571303,0.756830454,-0.630143404,129.06,77.08,0.766641557,1530246.823,477.094,2.927
2021-12-03/12:53:00,2021-12-03/13:44:00,51,7.066,-0.510826945,0.823088348,-0.248156071,104.37,121.82,0.237883776,499242.3357,437.29,5.691
2021-12-05/15:04:00,2021-12-05/16:26:00,82,5.845,0.024812549,0.925102353,-0.37890625,112.27,88.46,0.333588123,1087136.719,460.263,3.435
2021-12-05/19:57:00,2021-12-05/20:30:00,33,4.919,-0.878219903,0.384770811,-0.284044564,106.5,156.34,0.494532764,201705.7247,450.976,3.263
2021-12-06/00:36:00,2021-12-06/01:06:00,30,5.512,-0.602737606,-0.163121983,0.781088114,38.64,-164.86,0.460868269,349448.8983,445.873,3.31
2021-12-06/01:44:00,2021-12-06/02:28:00,44,4.963,-0.90632087,0.109971084,0.40803048,65.92,173.08,0.462502837,249579.6175,444.671,3.323
2021-12-06/03:18:00,2021-12-06/04:26:00,68,5.629,-0.451039046,-0.058867056,0.890560806,27.06,-172.56,0.390016705,910703.2766,443.104,3.341
2021-12-06/07:23:00,2021-12-06/07:56:00,33,4.287,-0.451414347,0.626729488,0.635165513,50.57,125.76,0.659355581,404318.5173,440.256,3.38
2021-12-06/09:06:00,2021-12-06/11:50:00,164,5.382,-0.863307297,0.195343778,-0.465340048,117.73,167.25,0.284562171,1068839.923,437.928,3.6
2021-12-06/16:15:00,2021-12-06/17:08:00,53,6.086,-0.774113894,0.631991088,-0.036536977,92.09,140.77,0.377187401,472166.0576,474.964,3.78
2021-12-06/23:31:00,2021-12-07/00:01:00,30,4.155,0.386700422,0.917401195,-0.094009839,95.39,67.14,0.91248852,367692.7315,471.923,3.411
2021-12-07/08:56:00,2021-12-07/09:33:00,37,3.736,-0.024223214,0.850520849,0.525383294,58.31,91.63,0.83454442,485951.5261,478.407,2.948
2021-12-09/21:44:00,2021-12-09/23:37:00,113,2.37,-0.998095095,0.061681151,0.001328878,89.92,176.46,0.700801373,80483.2782,331.388,5.069
2021-12-10/05:21:00,2021-12-10/09:19:00,238,3.92,-0.999982834,0.005859435,0.00025627,89.99,179.66,0.384291291,47166.77354,314.71,7.747
2021-12-10/18:37:00,2021-12-10/20:41:00,124,6.432,0.988186479,0.084652066,0.127756134,82.66,4.9,0.160688788,148459.0996,309.915,10.497
2021-12-10/23:24:00,2021-12-11/00:20:00,56,7.506,0.982852876,-0.177701935,0.049216904,87.18,-10.25,0.213299841,31190.87822,306.342,20.346
2021-12-12/11:34:00,2021-12-12/15:11:00,217,5.677,0.349762201,-0.829750538,-0.434948891,115.78,-67.14,0.108313322,1549546.816,290.634,7.001
2021-12-12/16:26:00,2021-12-12/18:19:00,113,5.686,0.245024338,-0.849399269,-0.467422754,117.87,-73.91,0.154167056,785266.759,295.358,7.734
2021-12-12/19:08:00,2021-12-12/21:07:00,119,5.523,0.590143263,-0.774326324,-0.228363052,103.2,-52.69,0.381272644,756786.0958,303.987,10.217
2021-12-12/23:20:00,2021-12-12/23:52:00,32,4.266,-0.074796312,0.931604028,-0.355695754,110.84,94.59,0.567831337,299477.5903,309.173,12.04
2021-12-13/03:36:00,2021-12-13/07:24:00,228,7.181,0.468035579,0.883667648,-0.008612784,90.49,62.09,0.271066189,2445578.8,318.061,15.134
2021-12-13/08:29:00,2021-12-13/09:47:00,78,7.944,0.555371344,0.75435245,0.350021541,69.51,53.64,0.255021214,478261.5756,323.578,17.04
2021-12-13/13:56:00,2021-12-13/15:07:00,71,6.78,0.510339916,-0.524919868,0.68118453,47.06,-45.81,0.158853292,595892.6785,316.04,12.466
2021-12-13/19:34:00,2021-12-13/20:56:00,82,5.532,0.470401853,-0.072286114,0.87948674,28.42,-8.74,0.215345412,632903.25,311.826,11.245
2021-12-13/20:58:00,2021-12-13/22:51:00,113,6.322,0.501359642,0.385071337,0.774828136,39.21,37.53,0.257864594,869874.8816,310.909,11.017
2021-12-14/00:14:00,2021-12-14/00:44:00,30,4.274,0.539960027,-0.491654456,0.683168411,46.91,-42.32,0.880933702,255536.0389,309.516,10.663
2021-12-14/01:17:00,2021-12-14/02:35:00,78,5.544,0.216070816,-0.272957623,-0.937447369,159.63,-51.64,0.45533964,664388.4166,308.751,10.463
2021-12-14/07:06:00,2021-12-14/07:38:00,32,4.831,0.760947764,0.538419187,-0.362026691,111.22,35.28,0.621956348,185876.9021,305.996,9.716
2021-12-14/07:59:00,2021-12-14/09:33:00,94,5.054,0.489201725,0.837102652,-0.244828165,104.17,59.7,0.589209259,1060173.236,305.317,9.524
2021-12-14/14:12:00,2021-12-14/16:05:00,113,3.268,-0.015600839,0.824995816,-0.564923525,124.4,91.08,0.950050414,1101063.697,310.077,9.912
2021-12-16/17:06:00,2021-12-16/18:14:00,68,5.097,-0.991550624,0.047238711,-0.120813303,96.94,177.27,0.740460515,156130.022,487.473,4.817
2021-12-17/03:20:00,2021-12-17/04:25:00,65,3.044,-0.12904951,-0.929486871,-0.345543712,110.21,-97.9,0.839287221,663485.1038,409.778,4.073
2021-12-17/08:00:00,2021-12-17/08:42:00,42,2.869,0.958463252,-0.274614125,-0.077040553,94.42,-15.99,0.954883158,132357.4738,396.016,4.618
2021-12-17/13:00:00,2021-12-17/15:44:00,164,2.887,0.456812024,-0.846167505,0.274451017,74.07,-61.64,0.95959878,1735858.455,383.463,5.24
2021-12-17/23:20:00,2021-12-18/00:31:00,71,3.81,0.845769942,-0.521954238,0.110621192,83.65,-31.68,0.511850297,337288.2855,351.783,5.899
2021-12-18/02:40:00,2021-12-18/05:03:00,143,3.341,0.408284247,-0.672310412,0.617497087,51.87,-58.73,0.590568304,1126119.727,341.982,5.184
2021-12-19/09:29:00,2021-12-19/10:34:00,65,4.039,-0.415268451,-0.907470345,0.063637719,86.35,-114.59,0.553245306,581751.133,326.037,7.634
2021-12-19/10:44:00,2021-12-19/12:10:00,86,4.446,0.55180341,-0.81656158,-0.169529453,99.76,-55.95,0.395215213,661592.1441,325.431,7.038
2021-12-19/13:53:00,2021-12-19/14:28:00,35,10.538,0.207167491,-0.89760685,0.389080435,67.1,-77,0.229949132,402187.7921,375.955,13.809
2021-12-19/15:58:00,2021-12-19/17:09:00,71,12.1,0.26347065,-0.875625789,-0.4047997,113.88,-73.25,0.394042194,843396.1331,399.549,24.836
2021-12-19/19:54:00,2021-12-19/21:20:00,86,18.9,0.200438648,-0.970221341,0.135996014,82.18,-78.33,0.293352097,1250977.357,420.283,12.155
2021-12-20/04:12:00,2021-12-20/04:56:00,44,7.271,0.506863415,-0.309244305,0.804647446,36.42,-31.39,0.70057404,475262.5175,453.205,6.874
2021-12-20/08:27:00,2021-12-20/09:41:00,74,6.985,0.645207226,-0.749310851,-0.149134263,98.58,-49.27,0.718706906,642058.3057,491.19,5.458
2021-12-20/09:58:00,2021-12-20/11:32:00,94,6.747,0.558134675,0.246085301,0.792418957,37.59,23.79,0.694840252,1256939.637,505.826,4.929
2021-12-20/11:52:00,2021-12-20/12:25:00,33,6.277,0.312932372,0.244499758,0.917765319,23.4,38,0.760584295,648729.6185,525.648,4.411
2021-12-20/16:49:00,2021-12-20/18:23:00,94,6.597,0.586565375,-0.460933268,0.665944099,48.25,-38.16,0.50083071,1171988.767,603.821,2.5
2021-12-20/18:51:00,2021-12-20/19:33:00,42,5.789,0.658629835,-0.256585538,0.707368791,44.98,-21.28,0.82647723,445548.1033,600.75,2.666
2021-12-21/01:06:00,2021-12-21/01:46:00,40,5.262,-0.02383405,-0.626561522,-0.779007494,141.17,-92.18,0.620293617,856895.3874,591.336,2.05
2021-12-21/04:11:00,2021-12-21/05:07:00,56,5.428,0.821468472,-0.284374297,0.494288266,60.38,-19.09,0.637443364,543051.3098,586.748,1.732
2021-12-21/06:13:00,2021-12-21/07:04:00,51,5.15,0.906511664,-0.369617641,-0.204008549,101.77,-22.18,0.560579419,279077.094,584.001,1.535
2021-12-21/10:10:00,2021-12-21/10:45:00,35,5.173,0.899770141,-0.436092585,0.015395044,89.12,-25.86,0.376778245,180559.7118,578.943,1.158
2021-12-21/11:16:00,2021-12-21/12:00:00,44,4.974,0.922854424,-0.366078407,-0.119692661,96.87,-21.64,0.419567227,182238.4936,581.501,1.19
2021-12-21/15:50:00,2021-12-21/16:49:00,59,4.304,0.471523017,-0.867010057,0.161120132,80.73,-61.46,0.851115584,1020120.753,551.705,1.801
2021-12-23/03:18:00,2021-12-23/04:44:00,86,4.934,-0.157419205,-0.935642838,0.315898299,71.58,-99.55,0.210276619,1399495.036,537.156,1.085
2021-12-23/18:27:00,2021-12-23/21:19:00,172,4.742,0.598067701,-0.795673549,0.09601377,84.49,-53.07,0.342092782,1632313.395,466.691,2.284
2021-12-23/22:24:00,2021-12-23/23:06:00,42,4.421,0.494958282,-0.727714181,0.474814177,61.65,-55.78,0.309389383,491364.1252,462.036,2.535
2021-12-24/01:34:00,2021-12-24/02:25:00,51,4.223,0.021456769,-0.975247502,0.220072582,77.29,-88.74,0.356371582,849208.2642,479.244,2.648
2021-12-24/03:10:00,2021-12-24/03:54:00,44,4.21,0.568456054,-0.819133639,0.07666719,85.6,-55.24,0.317724735,436097.8604,465.203,2.633
2021-12-24/06:26:00,2021-12-24/09:26:00,180,4.006,0.013953225,-0.462052494,0.88674283,27.53,-88.27,0.380019724,2093329.353,442.775,3.212
2021-12-24/15:21:00,2021-12-24/16:12:00,51,4.428,0.945676863,-0.254808277,-0.201911107,101.65,-15.08,0.183002785,192012.3502,419.535,3.032
2021-12-24/16:43:00,2021-12-24/17:13:00,30,4.289,0.797745705,-0.363030553,-0.481467336,118.78,-24.47,0.193852112,236651.5648,416.051,3.005
2021-12-24/18:18:00,2021-12-24/19:07:00,49,4.174,0.992011487,-0.123100191,-0.027559429,91.58,-7.07,0.234402508,69250.78155,410.985,2.965
2021-12-24/19:16:00,2021-12-24/20:15:00,59,4.355,0.917290986,0.025152154,-0.397422582,113.42,1.57,0.157382518,288079.4668,407.945,2.941
2021-12-25/01:30:00,2021-12-25/02:10:00,40,4.139,-0.491649896,-0.866391003,-0.087447219,95.02,-119.57,0.785259068,500317.981,419.837,3.283
2021-12-26/14:01:00,2021-12-26/15:03:00,62,2.863,0.931356549,0.172556967,0.32062301,71.3,10.5,0.370287061,224316.2635,347.433,3.849
2021-12-27/05:28:00,2021-12-27/07:27:00,119,4.105,-0.554583788,-0.004151179,-0.832117558,146.32,-179.57,0.799040794,956923.527,346.13,11.808
2021-12-27/09:55:00,2021-12-27/13:13:00,198,10.182,-0.830829322,-0.196195439,-0.520797551,121.39,-166.71,0.311415523,1101132.994,367.327,17.395
2021-12-27/14:05:00,2021-12-27/14:47:00,42,12.921,0.454685003,-0.767891824,0.451224804,63.18,-59.37,0.167364389,410203.0293,385.364,20.964
2021-12-27/15:49:00,2021-12-27/16:19:00,30,10.64,-0.369487464,0.91574347,-0.157775059,99.08,111.97,0.698721468,388869.2303,395.166,4.947
2021-12-28/01:21:00,2021-12-28/02:47:00,86,9.363,-0.851968348,0.498077273,-0.161459148,99.29,149.69,0.476573408,271008.567,320.384,6.59
2021-12-28/04:30:00,2021-12-28/05:12:00,42,9.838,-0.803385496,0.278254747,-0.5264467,121.77,160.9,0.264368623,152433.8066,286.735,6.907
2021-12-28/06:22:00,2021-12-28/07:44:00,82,20.429,-0.370817423,0.926231742,0.06774471,86.12,111.82,0.263718456,371345.1935,261.69,7.158
2021-12-28/12:02:00,2021-12-28/12:39:00,37,20.437,-0.165072843,0.986166835,-0.015029848,90.86,99.5,0.046480965,219703.8373,225.11,6.353
2021-12-28/14:49:00,2021-12-28/15:57:00,68,19.298,-0.376547366,0.907384157,-0.186724648,100.76,112.54,0.064072147,209044.0956,176.372,4.264
2021-12-31/01:23:00,2021-12-31/02:05:00,42,3.332,0.827089489,0.482127696,0.288922101,73.21,30.24,0.978972316,331762.9493,439.111,3.737
2021-12-31/11:59:00,2021-12-31/14:36:00,157,3.928,-0.620145738,0.758592725,-0.19989115,101.53,129.27,0.846320927,1264968.465,420.68,4.986
2021-12-31/17:36:00,2021-12-31/18:47:00,71,5.385,0.67066896,0.656594872,0.345088959,69.81,44.39,0.514016151,600098.1238,406.809,5.315
2021-12-31/21:07:00,2021-12-31/21:47:00,40,5.199,0.792244017,0.382549316,0.475400388,61.61,25.77,0.632450879,234631.1818,397.645,5.534
2021-12-31/22:38:00,2021-12-31/23:10:00,32,5.505,-0.888325036,0.339575678,0.309139103,71.99,159.08,0.494847149,132187.5563,393.584,5.631
2022-01-01/03:46:00,2022-01-01/05:45:00,119,20.99,-0.162130445,0.627543688,-0.761513472,139.6,104.49,0.079523735,413012.4306,283.16,7.653
2022-01-01/06:48:00,2022-01-01/07:56:00,68,25.685,-0.775976181,0.56339246,-0.283636749,106.48,144.02,0.051949505,16461.14787,271.241,9.283
2022-01-02/13:26:00,2022-01-02/16:18:00,172,5.766,-0.733676791,-0.061209042,-0.676736236,132.59,-175.23,0.377892107,1845400.273,478.968,2.302
2022-01-03/00:30:00,2022-01-03/01:23:00,53,6.665,-0.771916389,-0.179163858,0.609955311,52.41,-166.93,0.493701428,408178.5519,494.982,3.518
2022-01-03/05:21:00,2022-01-03/06:55:00,94,6.808,0.872180521,-0.022386745,-0.48867169,119.25,-1.47,0.434716552,706622.129,493.302,3.292
2022-01-03/07:50:00,2022-01-03/13:52:00,362,6.786,-0.909759283,0.405104667,0.090710647,84.8,156,0.24458383,1999153.556,492.016,3.087
2022-01-03/14:13:00,2022-01-03/16:23:00,130,5.371,-0.996769547,-0.074786276,0.029285021,88.32,-175.71,0.216577426,263741.3137,494.674,2.597
2022-01-03/22:05:00,2022-01-03/22:49:00,44,6.093,-0.887856722,0.427032501,-0.171329319,99.87,154.31,0.147352427,302961.9261,478.76,2.22
2022-01-03/22:58:00,2022-01-03/23:33:00,35,6.205,-0.768394232,0.533536136,-0.353425562,110.7,145.23,0.150621012,313977.5502,475.372,2.239
2022-01-04/03:44:00,2022-01-04/04:28:00,44,5.446,-0.609034061,-0.59594065,-0.523385406,121.56,-135.62,0.251113385,383446.771,455.138,2.358
2022-01-04/05:51:00,2022-01-04/09:49:00,238,5.348,-0.804870605,0.356837869,-0.474183649,118.31,156.09,0.174721017,1630578.313,439.618,2.45
2022-01-04/19:45:00,2022-01-04/20:29:00,44,5.412,-0.953536928,0.301112473,0.009928851,89.43,162.47,0.072389357,116379.704,378.98,2.038
2022-01-06/00:06:00,2022-01-06/01:20:00,74,16.524,-0.331223577,0.889130235,0.315813929,71.59,110.43,0.100248396,115573.5274,126.981,13.238
2022-01-06/14:57:00,2022-01-06/20:12:00,315,4.14,0.124837682,0.992172658,0.002989611,89.83,82.83,0.25382933,2465659.888,316.683,3.198
2022-01-06/21:49:00,2022-01-06/23:42:00,113,3.55,-0.276701808,0.960350931,0.03409116,88.05,106.07,0.201641902,766575.3236,314.81,3.066
2022-01-07/01:00:00,2022-01-07/01:38:00,38,3.462,-0.854373932,0.460347027,0.241093025,76.05,151.68,0.168342486,204669.7568,314.094,3.001
2022-01-07/03:51:00,2022-01-07/05:02:00,71,3.509,-0.565160036,0.806372881,0.174232438,79.97,125.03,0.16519399,628178.188,310.845,3.089
2022-01-07/09:47:00,2022-01-07/16:06:00,379,3.741,-0.443165541,0.761773884,0.472551495,61.8,120.19,0.147488669,3377055.829,306.656,3.513
2022-01-07/21:19:00,2022-01-07/21:54:00,35,3.173,-0.839145482,0.5366171,-0.088752232,95.09,147.4,0.174396828,150906.9157,288.117,3.8
2022-01-08/03:00:00,2022-01-08/03:40:00,40,3.284,-0.453951269,0.795344114,0.401691437,66.32,119.72,0.189627588,334254.4094,279.316,4.299
2022-01-08/06:43:00,2022-01-08/07:27:00,44,3.77,-0.480429977,0.876586616,0.027982367,88.4,118.73,0.235723048,376613.2996,283.389,6.437
2022-01-09/17:09:00,2022-01-09/17:53:00,44,3.207,0.190902889,-0.856798112,0.479012668,61.38,-77.44,0.702955604,574295.0745,437.262,2.668
2022-01-10/03:51:00,2022-01-10/05:34:00,103,4.619,-0.131905809,0.901830077,-0.411464959,114.3,98.32,0.397065371,1376706.995,444.202,3.995
2022-01-10/06:50:00,2022-01-10/07:36:00,46,3.629,0.871522963,-0.323305309,0.368675292,68.37,-20.35,0.831580877,228008.2773,437.367,3.64
2022-01-10/07:38:00,2022-01-10/08:52:00,74,4.281,0.023917293,-0.828559816,0.559389472,55.99,-88.35,0.596323013,776221.5923,434.561,3.494
2022-01-10/08:53:00,2022-01-10/10:36:00,103,4.131,-0.446103692,-0.894857049,0.014912868,89.15,-116.5,0.61846441,1134484.667,430.521,3.283
2022-01-10/15:22:00,2022-01-10/15:57:00,35,3.669,0.147817776,-0.841980815,-0.518862486,121.26,-80.04,0.483708799,491494.4994,414.672,2.447
2022-01-10/18:33:00,2022-01-10/19:03:00,30,4.125,-0.285806894,-0.564982355,-0.774021626,140.72,-116.83,0.318579406,429242.6549,408.726,2.95
2022-01-11/03:19:00,2022-01-11/03:56:00,37,3.925,-0.2452095,-0.679467738,-0.691517174,133.75,-109.84,0.368013144,435602.3844,392.644,4.264
2022-01-11/07:42:00,2022-01-11/08:44:00,62,5.088,0.643132627,-0.760327041,0.091012254,84.78,-49.77,0.300721079,505244.4425,392.112,4.497
2022-01-11/13:00:00,2022-01-11/14:14:00,74,4.944,0.644131362,-0.750341833,-0.148600012,98.55,-49.36,0.44032985,552974.1957,391.599,4.771
2022-01-11/14:45:00,2022-01-11/15:47:00,62,5.175,-0.428776026,-0.730771303,-0.531153917,122.08,-120.4,0.375144571,682319.6623,390.382,4.915
2022-01-11/22:34:00,2022-01-11/23:52:00,78,6.022,0.916018128,-0.060748205,0.396510422,66.64,-3.79,0.116943091,255500.8022,350.086,4.075
2022-01-13/11:23:00,2022-01-13/12:45:00,82,5.252,0.46539098,-0.814434588,0.346565455,69.72,-60.26,0.207090721,600039.0408,336.104,2.524
2022-01-13/14:10:00,2022-01-13/14:59:00,49,5.264,0.942312419,-0.334710896,0.004002862,89.77,-19.56,0.166157901,135200.3689,325.467,2.745
2022-01-13/15:01:00,2022-01-13/18:01:00,180,5.413,0.303156734,-0.952239513,0.036550339,87.91,-72.34,0.145318404,1763031.195,328.495,2.884
2022-01-13/18:48:00,2022-01-13/20:58:00,130,5.891,0.782899618,-0.611198425,-0.116209954,96.67,-37.98,0.113204375,663559.6806,333.818,3.126
2022-01-13/21:29:00,2022-01-13/22:31:00,62,6.334,0.324420899,-0.735613048,0.594663441,53.51,-66.2,0.14944613,652092.666,337.216,3.277
2022-01-13/22:53:00,2022-01-14/06:29:00,456,6.424,0.153833315,-0.67048651,0.725798309,43.46,-77.08,0.116375163,4485848.319,344.5,3.849
2022-01-14/06:50:00,2022-01-14/09:20:00,150,7.895,-0.096776403,-0.584531248,0.805579066,36.33,-99.4,0.134682879,1238051.746,342.221,5.56
2022-01-14/10:45:00,2022-01-14/13:29:00,164,8.542,-0.524077415,-0.695554614,0.491474092,60.56,-127,0.113623209,1671488.005,357.714,5.153
2022-01-14/14:26:00,2022-01-14/15:03:00,37,10.022,0.328673333,-0.942390084,0.062248077,86.43,-70.77,0.093048185,421920.5063,380.599,5.758
2022-01-14/22:58:00,2022-01-14/23:57:00,59,10.11,0.227704525,-0.643923461,0.730419934,43.08,-70.53,0.682992935,936502.7057,456.636,7.767
2022-01-16/14:12:00,2022-01-16/14:44:00,32,5.359,0.937234163,-0.319791645,0.139015883,82.01,-18.84,0.593331456,96431.97313,528.219,3.452
2022-01-16/23:00:00,2022-01-16/23:33:00,33,6.262,0.442166656,-0.893912852,-0.073542558,94.22,-63.68,0.767593503,519566.8224,591.79,2.998
2022-01-17/04:41:00,2022-01-17/06:51:00,130,5.091,0.493530422,-0.063797593,0.867385507,29.84,-7.37,0.678730726,2182202.097,553.952,3.154
2022-01-17/10:15:00,2022-01-17/10:59:00,44,4.118,0.788814783,-0.450301737,0.418329597,65.27,-29.72,0.895769954,396716.7501,532.086,2.794
2022-01-17/17:12:00,2022-01-17/17:49:00,37,5.226,0.647165895,-0.647217572,-0.402847141,113.76,-45,0.236438394,351226.2512,503.668,2.286
2022-01-17/19:59:00,2022-01-17/20:29:00,30,4.664,0.127289817,-0.976438165,-0.174257874,100.04,-82.57,0.42647171,484841.672,514.09,2.709
2022-01-18/03:34:00,2022-01-18/04:11:00,37,5.432,0.964918494,0.137962252,0.223380283,77.09,8.14,0.870248973,114187.0865,528.418,3.01
2022-01-18/04:21:00,2022-01-18/05:05:00,44,5.181,0.997843444,0.014944703,0.063914977,86.34,0.86,0.772498727,20117.70748,530.533,2.901
2022-01-18/14:55:00,2022-01-18/16:06:00,71,4.911,0.61600554,-0.750172377,-0.240371913,103.91,-50.61,0.331823945,684842.6665,559.676,1.508
2022-01-18/16:14:00,2022-01-18/18:18:00,124,4.818,0.83361876,-0.336694479,-0.437854588,115.97,-21.99,0.284627378,960906.4637,555.942,1.483
2022-01-20/17:03:00,2022-01-20/17:36:00,33,4.5,0.669461191,0.194837779,0.716840267,44.21,16.23,0.223893374,350603.5782,399.935,1.714
2022-01-20/22:35:00,2022-01-20/23:43:00,68,4.076,0.30089438,-0.315297425,0.900027871,25.84,-46.34,0.347326308,918617.5019,416.76,1.924
2022-01-21/03:57:00,2022-01-21/04:37:00,40,4.109,0.567826033,-0.289819598,0.77044028,39.61,-27.04,0.376754791,374306.2417,432.242,2.11
2022-01-21/04:53:00,2022-01-21/05:37:00,44,4.06,-0.221444398,-0.787232578,0.575523436,54.86,-105.71,0.360554874,609036.1684,435.221,2.145
2022-01-21/07:00:00,2022-01-21/10:27:00,207,3.789,0.945961475,-0.116875276,-0.30248481,107.61,-7.04,0.391173005,823699.9945,409.767,2.244
2022-01-21/12:09:00,2022-01-21/12:42:00,33,3.714,0.151805416,-0.850469828,0.503642976,59.76,-79.88,0.411669463,410137.0781,420.5,2.235
2022-01-21/16:52:00,2022-01-21/17:27:00,35,5.539,0.601130366,-0.763481021,-0.236091152,103.66,-51.78,0.432420015,272015.0675,415.371,2.23
2022-01-21/18:00:00,2022-01-21/18:46:00,46,5.201,-0.006429509,-0.979713202,-0.200301692,101.55,-90.38,0.534104645,574140.8568,414.188,2.228
2022-01-21/19:35:00,2022-01-21/20:15:00,40,5.254,-0.539799154,-0.803201854,0.251959771,75.41,-123.9,0.45234862,447758.5165,412.791,2.227
2022-01-21/21:12:00,2022-01-21/22:20:00,68,5.055,0.084464483,-0.737836778,-0.669673562,132.04,-83.47,0.435775071,899769.1656,411.234,2.225
2022-01-22/00:48:00,2022-01-22/04:06:00,198,4.41,0.994918227,-0.099010959,0.018291265,88.95,-5.68,0.462503314,23975.42818,407.935,2.22
2022-01-22/05:28:00,2022-01-22/05:58:00,30,4.499,0.171894312,-0.90079391,-0.398776591,113.5,-79.2,0.287361026,346831.2739,406.652,1.992
2022-01-22/08:01:00,2022-01-22/09:54:00,113,3.802,0.164986894,-0.639771163,-0.750647902,138.65,-75.54,0.405198693,1084189.74,407.687,2.007
2022-01-22/11:41:00,2022-01-22/12:55:00,74,3.933,0.817372739,-0.310676992,-0.485161424,119.02,-20.81,0.414297253,471982.4726,408.532,2.216
2022-01-22/13:20:00,2022-01-22/13:53:00,33,3.968,-0.026272267,0.028413596,-0.999250948,177.78,132.76,0.334516287,348676.7114,415.816,1.964
2022-01-22/14:01:00,2022-01-22/15:19:00,78,4.307,-0.763005137,-0.490543664,-0.420939624,114.89,-147.26,0.244830072,589756.4412,416.566,1.951
2022-01-23/13:34:00,2022-01-23/15:13:00,99,4.986,-0.570866287,-0.81495899,0.099767543,84.27,-125.01,0.146870673,922486.0102,350.108,2.685
2022-01-23/15:37:00,2022-01-23/18:00:00,143,4.901,-0.396119803,-0.915339291,0.072408833,85.85,-113.4,0.105110683,1408860.248,343.475,2.095
2022-01-23/21:16:00,2022-01-23/21:56:00,40,4.316,0.08387886,-0.744782805,0.662014365,48.55,-83.57,0.142916903,361546.397,321.328,1.947
2022-01-23/22:06:00,2022-01-23/22:39:00,33,3.718,-0.152012706,-0.87191993,0.465454459,62.26,-99.89,0.184443176,339816.1625,321.163,1.955
2022-01-23/23:58:00,2022-01-24/00:28:00,30,3.586,-0.963239431,-0.083807305,0.255237639,75.21,-175.03,0.179545224,103746.1237,325.936,2.35
2022-01-24/04:17:00,2022-01-24/04:54:00,37,4.444,0.835029006,-0.54952383,-0.027389791,91.57,-33.35,0.205453277,184787.0307,295.145,3.61
2022-01-24/11:31:00,2022-01-24/12:57:00,86,4.761,-0.681618631,-0.725791276,-0.092860825,95.33,-133.2,0.540860474,495538.9333,298.755,12.292
2022-01-24/18:19:00,2022-01-24/20:02:00,103,6.671,0.309246153,-0.908053756,0.28249827,73.59,-71.19,0.28020215,1073833.812,303.708,20.383
